id,case_number,date,block,iucr_code,primary_type,description,location_desc,arrest,domestic,beat_num,district_code,ward_no,community_code,fbi_code,x_coordinate,y_coordinate,year,date_of_update,latitude,longitude,location
10000510,OC380192,02/16/2023 11:42,6XX E MADISON ST,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE(NON.RESID.),False,True,511,22,41.0,21.0,07,1194722.0,1877338.0,2023,03/13/2023 11:42,41.75400314,-87.58408566,"(41.75400314, -87.58408566)"
10000511,MO002597,11/01/2023 17:25,70XX N NORTH AVE,0740,THEFT,THEFT OVER $500,OTHER,False,False,122,3,31.0,62.0,16,1187650.0,1900438.0,2023,11/29/2023 17:25,41.76760756,-87.63852796,"(41.76760756, -87.63852796)"
10000512,DD518792,10/16/2017 18:37,41XX N WESTERN AVE,2830,CRIMINAL TRESPASS,TO RESIDENCE,STREET,False,False,712,22,36.0,57.0,08A,1154514.0,1877222.0,2017,10/29/2017 18:37,41.78370509,-87.53224304,"(41.78370509, -87.53224304)"
10000513,AR582920,08/26/2023 16:25,63XX N STATE ST,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,PARK PROPERTY,False,False,1111,15,21.0,32.0,11,1166382.0,1897959.0,2023,09/02/2023 16:25,41.72000249,-87.62621934,"(41.72000249, -87.62621934)"
10000514,EN642724,08/31/2018 20:16,40XX E CICERO AVE,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,PARKING LOT / GARAGE(NON.RESID.),False,True,1121,1,20.0,41.0,13,1176875.0,1852334.0,2018,09/06/2018 20:16,41.83700879,-87.66707118,"(41.83700879, -87.66707118)"
10000515,ID300029,10/27/2021 13:59,55XX W FULLERTON AVE,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,BAR OR TAVERN,False,True,321,1,45.0,55.0,13,1159052.0,1910962.0,2021,10/29/2021 13:59,41.72552429,,"(41.72552429, -87.75435325)"
10000516,DS786411,01/07/2021 01:30,2XX E GRAND AVE,0740,THEFT,THEFT OVER $500,VEHICLE NON-COMMERCIAL,False,False,1511,18,26.0,62.0,13,1179776.0,1925341.0,2021,01/26/2021 01:30,41.95238564,-87.74813325,"(41.95238564, -87.74813325)"
10000517,JT906433,04/30/2019 21:34,65XX E CLARK ST,1310,NARCOTICS,POSS: COCAINE,GAS STATION,True,False,321,16,36.0,45.0,07,1156170.0,1894599.0,2019,05/02/2019 21:34,41.84421683,-87.70707112,"(41.84421683, -87.70707112)"
10000518,EV568830,01/07/2020 11:34,63XX S MICHIGAN AVE,0800,ARSON,AGGRAVATED,RESIDENCE,False,False,1211,17,44.0,11.0,05,1164673.0,1901321.0,2020,01/27/2020 11:34,41.91924718,-87.72713114,"(41.91924718, -87.72713114)"
10000519,SK429831,10/29/2021 23:14,82XX N HALSTED ST,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,False,False,621,19,33.0,19.0,26,1150590.0,1918627.0,2021,11/09/2021 23:14,41.94433114,-87.53567103,"(41.94433114, -87.53567103)"
10000520,ZN787539,10/04/2021 17:28,95XX W DIVISION ST,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE(NON.RESID.),False,False,811,19,7.0,2.0,16,1175116.0,1902885.0,2021,10/27/2021 17:28,41.73412507,-87.663052,"(41.73412507, -87.663052)"
10000521,ZZ643895,03/05/2023 23:34,31XX N ASHLAND AVE,0740,THEFT,THEFT OVER $500,BAR OR TAVERN,False,False,411,14,46.0,33.0,07,1179619.0,1863018.0,2023,03/29/2023 23:34,41.93949247,-87.60539076,"(41.93949247, -87.60539076)"
10000522,DO813007,04/24/2016 01:14,72XX W NORTH AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,RETAIL STORE,False,False,1711,1,2.0,9.0,20,1175396.0,1900510.0,2016,04/30/2016 01:14,41.7243843,-87.52698777,"(41.7243843, -87.52698777)"
10000523,VK138995,09/21/2019 20:49,26XX N GRAND AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,True,False,412,19,42.0,18.0,01A,1183814.0,1857812.0,2019,10/19/2019 20:49,41.9847326,-87.70508233,"(41.9847326, -87.70508233)"
10000524,UM507745,10/30/2015 01:41,13XX W CLARK ST,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT / GARAGE(NON.RESID.),False,False,211,12,20.0,12.0,09,1150079.0,1885761.0,2015,11/12/2015 01:41,41.97277884,-87.50396553,
10000525,JV580519,08/16/2017 16:35,76XX W COTTAGE GROVE AVE,0730,THEFT,SHOPLIFTING,GROCERY FOOD STORE,False,False,221,18,41.0,73.0,10,1180718.0,1879126.0,2017,09/03/2017 16:35,41.88812355,-87.65441148,"(41.88812355, -87.65441148)"
10000526,MK105761,11/19/2015 16:00,91XX N ASHLAND AVE,0740,THEFT,THEFT OVER $500,COMMERCIAL / BUSINESS OFFICE,False,False,122,20,24.0,18.0,08B,1155888.0,1888932.0,2015,12/14/2015 16:00,41.84314903,-87.50854537,"(41.84314903, -87.50854537)"
10000527,AP184059,11/01/2015 15:51,41XX W ASHLAND AVE,0750,THEFT,THEFT $500 AND UNDER,,False,True,621,9,47.0,47.0,02,1168642.0,1916675.0,2015,11/24/2015 15:51,41.85606563,-87.59569542,"(41.85606563, -87.59569542)"
10000528,RS214399,07/11/2016 11:55,67XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,GROCERY FOOD STORE,False,True,1911,6,,21.0,14,1163999.0,1854672.0,2016,07/27/2016 11:55,41.95622725,-87.53435636,"(41.95622725, -87.53435636)"
10000529,BM856049,04/20/2016 17:00,7XX S PULASKI RD,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,False,False,211,6,30.0,14.0,13,1168136.0,1925760.0,2016,05/10/2016 17:00,41.91425946,-87.78691412,"(41.91425946, -87.78691412)"
10000530,ZF352770,12/11/2023 17:29,94XX N ASHLAND AVE,1310,NARCOTICS,POSS: COCAINE,PARKING LOT / GARAGE(NON.RESID.),False,False,511,20,36.0,74.0,12,1197827.0,1911279.0,2023,12/25/2023 17:29,41.72945152,-87.72287275,"(41.72945152, -87.72287275)"
10000531,FO998955,10/15/2023 20:23,96XX W GRAND AVE,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,GAS STATION,False,False,812,9,34.0,31.0,02,1163650.0,1893653.0,2023,10/30/2023 20:23,41.8489819,-87.67831053,"(41.8489819, -87.67831053)"
10000532,OI714676,01/21/2021 04:21,24XX N STATE ST,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,"SCHOOL, PUBLIC, BUILDING",False,False,121,16,29.0,36.0,17,1198046.0,1862756.0,2021,01/23/2021 04:21,41.79066906,-87.77598151,"(41.79066906, -87.77598151)"
10000533,ZX619793,03/20/2015 08:51,35XX N COTTAGE GROVE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,121,16,44.0,50.0,09,1181049.0,1923550.0,2015,03/30/2015 08:51,41.88015377,-87.67816313,"(41.88015377, -87.67816313)"
10000534,VM597530,01/25/2023 22:58,98XX W PULASKI RD,1240,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,True,False,612,12,42.0,76.0,04A,1152191.0,1916780.0,2023,02/23/2023 22:58,41.79193529,-87.66858149,"(41.79193529, -87.66858149)"
10000535,YZ368937,04/12/2017 18:37,10XX E WESTERN AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,GROCERY FOOD STORE,False,False,311,1,18.0,45.0,03,1184936.0,1910825.0,2017,04/16/2017 18:37,41.81852247,-87.64805531,"(41.81852247, -87.64805531)"
10000536,SY652593,06/23/2021 01:01,65XX E ASHLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,False,121,20,28.0,71.0,14,1188914.0,1921635.0,2021,07/06/2021 01:01,41.8217697,,"(41.8217697, -87.72116962)"
10000537,UI807008,11/26/2018 20:04,24XX S CICERO AVE,0510,ASSAULT,AGGRAVATED: HANDGUN,STREET,True,False,612,7,25.0,,19,1162738.0,1896569.0,2018,12/12/2018 20:04,41.77576072,-87.66218645,"(41.77576072, -87.66218645)"
10000538,WW055410,09/12/2016 21:07,43XX W MADISON ST,0730,THEFT,SHOPLIFTING,"SCHOOL, PUBLIC, BUILDING",False,False,521,14,26.0,57.0,13,1166725.0,,2016,09/15/2016 21:07,41.69194857,-87.53108459,"(41.69194857, -87.53108459)"
10000539,LY077139,02/03/2017 06:29,1XX S PULASKI RD,0460,BATTERY,SIMPLE,BAR OR TAVERN,True,False,311,1,45.0,77.0,16,,1907095.0,2017,02/18/2017 06:29,41.71725023,-87.69672433,"(41.71725023, -87.69672433)"
10000540,TU947680,11/24/2019 10:23,72XX N STATE ST,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,OTHER,False,False,2211,19,36.0,11.0,11,1158373.0,1905258.0,2019,12/05/2019 10:23,41.829125,-87.50815638,"(41.829125, -87.50815638)"
10000541,GH422175,06/27/2018 21:42,18XX S STATE ST,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,CTA TRAIN,False,True,1411,18,9.0,22.0,07,1176832.0,1900021.0,2018,07/01/2018 21:42,41.85535995,-87.61548743,"(41.85535995, -87.61548743)"
10000542,BU103021,03/29/2023 01:02,32XX E PULASKI RD,0510,ASSAULT,AGGRAVATED: HANDGUN,STREET,True,False,312,7,4.0,36.0,04A,1192524.0,1860175.0,2023,04/19/2023 01:02,41.90508186,-87.65059189,"(41.90508186, -87.65059189)"
10000543,PY290295,01/29/2016 17:14,49XX N COTTAGE GROVE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,OTHER,False,True,321,3,44.0,3.0,08B,1198914.0,1855922.0,2016,02/03/2016 17:14,41.89479087,-87.5561136,"(41.89479087, -87.5561136)"
10000544,JH272644,08/14/2020 05:25,66XX W CHICAGO AVE,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,RETAIL STORE,False,False,1221,12,27.0,51.0,17,1169700.0,1862237.0,2020,09/01/2020 05:25,,-87.72983964,"(41.70217381, -87.72983964)"
10000545,RC558079,02/02/2020 09:54,84XX E CLARK ST,0740,THEFT,THEFT OVER $500,OTHER,True,False,221,14,9.0,56.0,09,1183273.0,1923570.0,2020,02/08/2020 09:54,41.76671793,-87.56425086,"(41.76671793, -87.56425086)"
10000546,NF228820,05/19/2022 17:43,47XX N CHICAGO AVE,0460,BATTERY,SIMPLE,BAR OR TAVERN,False,False,1911,9,15.0,26.0,05,1199466.0,1925778.0,2022,06/01/2022 17:43,41.73019337,-87.51029187,"(41.73019337, -87.51029187)"
10000547,LO923773,09/26/2022 16:17,26XX E CICERO AVE,0320,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,False,False,2211,11,30.0,52.0,09,1197137.0,1923294.0,2022,10/12/2022 16:17,41.98710932,-87.58347629,"(41.98710932, -87.58347629)"
10000548,EW249137,06/03/2021 12:53,51XX E GRAND AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False,211,22,20.0,66.0,11,1189326.0,1879697.0,2021,07/03/2021 12:53,41.80973029,-87.75722139,"(41.80973029, -87.75722139)"
10000549,AQ745319,03/11/2017 11:57,29XX N MICHIGAN AVE,1240,NARCOTICS,POSS: HEROIN(WHITE),HOSPITAL BUILDING/GROUNDS,False,False,811,15,8.0,39.0,13,1170632.0,1902622.0,2017,03/17/2017 11:57,41.93287797,-87.66415845,"(41.93287797, -87.66415845)"
10000550,UW824454,04/16/2023 21:27,83XX N DIVISION ST,0610,BURGLARY,FORCIBLE ENTRY,VEHICLE NON-COMMERCIAL,False,False,621,18,30.0,,05,1174861.0,1901425.0,2023,05/15/2023 21:27,41.89361378,-87.78541717,"(41.89361378, -87.78541717)"
10000551,II691039,01/02/2019 20:52,23XX S HALSTED ST,0110,HOMICIDE,FIRST DEGREE MURDER,SIDEWALK,True,False,912,19,5.0,4.0,20,1196038.0,1888707.0,2019,01/17/2019 20:52,41.98522506,-87.78909004,"(41.98522506, -87.78909004)"
10000552,DJ688691,05/24/2015 09:12,63XX S CHICAGO AVE,0620,BURGLARY,UNLAWFUL ENTRY,CTA BUS,False,False,312,22,23.0,45.0,19,1182243.0,1896049.0,2015,06/06/2015 09:12,41.96194526,-87.7919633,"(41.96194526, -87.7919633)"
10000553,NK497881,10/02/2022 18:57,71XX W STATE ST,0620,BURGLARY,UNLAWFUL ENTRY,,False,False,311,8,,29.0,02,1173477.0,1857331.0,2022,10/28/2022 18:57,41.84218277,-87.50840214,"(41.84218277, -87.50840214)"
10000554,DE701621,04/05/2021 18:40,27XX S ASHLAND AVE,0850,DECEPTIVE PRACTICE,FRAUD,COMMERCIAL / BUSINESS OFFICE,False,False,612,3,32.0,56.0,04B,1172130.0,1871012.0,2021,04/11/2021 18:40,41.81076116,-87.73990877,"(41.81076116, -87.73990877)"
10000555,HR412438,08/23/2015 13:52,9XX N STATE ST,0740,THEFT,THEFT OVER $500,SIDEWALK,False,False,912,22,22.0,28.0,07,,1888303.0,2015,09/21/2015 13:52,41.76267295,-87.53087335,"(41.76267295, -87.53087335)"
10000556,YR347059,08/23/2015 16:18,73XX N COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,CTA TRAIN,False,False,1411,14,15.0,74.0,08A,1173807.0,1878922.0,2015,09/14/2015 16:18,41.78414929,-87.71694534,"(41.78414929, -87.71694534)"
10000557,DR102279,01/21/2020 16:22,80XX W WESTERN AVE,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,CTA BUS,False,True,111,6,4.0,62.0,03,1198819.0,1903333.0,2020,02/16/2020 16:22,41.69544805,-87.74938182,"(41.69544805, -87.74938182)"
10000558,JV996963,07/02/2020 21:14,69XX W DIVISION ST,0910,VANDALISM,CRIMINAL DAMAGE,RESIDENCE,False,False,311,22,50.0,24.0,15,1166955.0,1896142.0,2020,07/05/2020 21:14,41.91939219,-87.66188532,"(41.91939219, -87.66188532)"
10000559,MS045336,10/03/2018 09:07,82XX W BROADWAY,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,PARK PROPERTY,True,False,2211,2,11.0,16.0,17,1168906.0,1929454.0,2018,10/08/2018 09:07,41.92237872,-87.65411301,"(41.92237872, -87.65411301)"
10000560,ZL166162,11/24/2018 14:02,73XX W COTTAGE GROVE AVE,0910,VANDALISM,CRIMINAL DAMAGE,GROCERY FOOD STORE,True,False,1111,11,3.0,3.0,08A,1179443.0,1880889.0,2018,12/03/2018 14:02,41.75617724,-87.74024605,"(41.75617724, -87.74024605)"
10000561,HI299732,04/25/2017 14:15,85XX W CICERO AVE,0510,ASSAULT,AGGRAVATED: HANDGUN,RETAIL STORE,False,False,1711,11,40.0,38.0,12,1169673.0,1923808.0,2017,04/28/2017 14:15,41.86097503,-87.69938024,"(41.86097503, -87.69938024)"
10000562,DS725868,11/24/2017 11:28,76XX E DIVISION ST,0460,BATTERY,SIMPLE,RESTAURANT,True,False,1111,8,37.0,35.0,02,1178067.0,1861688.0,2017,12/04/2017 11:28,41.89280649,-87.6027852,"(41.89280649, -87.6027852)"
10000563,WD202439,12/10/2016 07:30,44XX W ASHLAND AVE,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,OTHER,False,True,712,2,31.0,42.0,10,,1912749.0,2016,01/04/2017 07:30,41.84557164,-87.74218508,"(41.84557164, -87.74218508)"
10000564,GJ223302,04/15/2017 19:29,11XX S HALSTED ST,0750,THEFT,THEFT $500 AND UNDER,GROCERY FOOD STORE,False,False,2411,14,23.0,68.0,12,1173567.0,1850185.0,2017,04/26/2017 19:29,41.79121455,-87.59673776,"(41.79121455, -87.59673776)"
10000565,AU967852,05/18/2015 21:12,95XX W MICHIGAN AVE,0650,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,612,16,19.0,24.0,15,1172538.0,1896355.0,2015,05/28/2015 21:12,41.69561497,-87.73040279,"(41.69561497, -87.73040279)"
10000566,IL389125,12/15/2017 09:02,36XX W NORTH AVE,0740,THEFT,THEFT OVER $500,"SCHOOL, PUBLIC, BUILDING",False,False,312,7,,,18,1158168.0,1915205.0,2017,12/25/2017 09:02,41.94041455,-87.51582525,
10000567,GT162099,03/31/2015 10:16,62XX E MADISON ST,0730,THEFT,SHOPLIFTING,HOSPITAL BUILDING/GROUNDS,False,False,221,16,29.0,9.0,04B,1150535.0,,2015,04/14/2015 10:16,41.82688827,-87.5201556,"(41.82688827, -87.5201556)"
10000568,RO798464,07/11/2015 08:18,57XX W CLARK ST,0850,DECEPTIVE PRACTICE,FRAUD,CTA TRAIN,False,False,211,3,38.0,3.0,02,1164633.0,1920486.0,2015,07/26/2015 08:18,41.73902198,-87.56087939,"(41.73902198, -87.56087939)"
10000569,KN797122,01/27/2021 10:55,89XX E NORTH AVE,0750,THEFT,THEFT $500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,False,False,312,16,10.0,61.0,17,1179939.0,1914213.0,2021,02/26/2021 10:55,41.7092267,-87.75333445,"(41.7092267, -87.75333445)"
10000570,CZ661387,10/04/2020 03:44,77XX S CHICAGO AVE,0610,BURGLARY,FORCIBLE ENTRY,ALLEY,False,True,122,19,27.0,7.0,07,1151802.0,1900342.0,2020,10/16/2020 03:44,41.93731375,-87.71259559,"(41.93731375, -87.71259559)"
10000571,FH388384,03/29/2015 13:18,25XX N PULASKI RD,1240,NARCOTICS,POSS: HEROIN(WHITE),GAS STATION,True,False,411,5,,49.0,06,1182302.0,,2015,04/03/2015 13:18,41.93327266,-87.62266922,"(41.93327266, -87.62266922)"
10000572,GE947131,09/04/2022 13:39,95XX E DIVISION ST,0740,THEFT,THEFT OVER $500,PARK PROPERTY,False,False,1511,11,13.0,58.0,18,1182896.0,1862796.0,2022,09/29/2022 13:39,41.7444978,-87.67185839,"(41.7444978, -87.67185839)"
10000573,EQ271406,09/10/2016 17:07,60XX S DIVISION ST,0312,ROBBERY,ARMED: HANDGUN,APARTMENT,True,False,511,11,50.0,53.0,07,1179078.0,1868607.0,2016,09/13/2016 17:07,41.78474139,-87.60054784,"(41.78474139, -87.60054784)"
10000574,SN855920,06/15/2015 04:36,96XX E WESTERN AVE,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,False,True,122,8,46.0,21.0,10,1191441.0,1912568.0,2015,07/03/2015 04:36,41.94515112,-87.77169164,"(41.94515112, -87.77169164)"
10000575,YK375726,07/22/2022 00:50,82XX W BROADWAY,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,PARKING LOT / GARAGE(NON.RESID.),False,False,1511,6,37.0,65.0,11,1166364.0,1908939.0,2022,08/04/2022 00:50,41.76336559,-87.70589649,"(41.76336559, -87.70589649)"
10000576,PP655651,03/10/2018 09:16,58XX S DIVISION ST,0460,BATTERY,SIMPLE,APARTMENT,False,False,1511,7,8.0,37.0,18,1193292.0,,2018,03/28/2018 09:16,41.86050559,-87.5414383,
10000577,YO148177,01/23/2015 13:12,32XX S MICHIGAN AVE,2830,CRIMINAL TRESPASS,TO RESIDENCE,CTA BUS,False,False,412,6,35.0,44.0,08A,1152320.0,1914769.0,2015,02/16/2015 13:12,41.71890835,-87.70347036,"(41.71890835, -87.70347036)"
10000578,KC437001,03/26/2021 23:13,70XX W COTTAGE GROVE AVE,0610,BURGLARY,FORCIBLE ENTRY,ALLEY,False,False,511,18,40.0,50.0,19,1166811.0,1859123.0,2021,04/24/2021 23:13,41.96003849,-87.77500946,"(41.96003849, -87.77500946)"
10000579,QK635085,12/01/2018 21:29,64XX W WESTERN AVE,0750,THEFT,THEFT $500 AND UNDER,RESTAURANT,False,False,1711,22,47.0,9.0,14,1150989.0,1926213.0,2018,12/25/2018 21:29,41.91927615,-87.51770764,"(41.91927615, -87.51770764)"
10000580,JY331850,10/16/2022 07:37,90XX W NORTH AVE,0730,THEFT,SHOPLIFTING,VEHICLE NON-COMMERCIAL,False,False,1811,20,35.0,32.0,04B,1150831.0,1907295.0,2022,10/30/2022 07:37,41.83924357,-87.57967273,"(41.83924357, -87.57967273)"
10000581,TO300746,11/18/2019 18:00,76XX E HALSTED ST,1110,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,HOSPITAL BUILDING/GROUNDS,False,False,311,16,48.0,39.0,12,1157135.0,1899387.0,2019,12/13/2019 18:00,41.82351554,-87.61177953,"(41.82351554, -87.61177953)"
10000582,UN237168,12/29/2023 16:19,14XX W BROADWAY,0610,BURGLARY,FORCIBLE ENTRY,GAS STATION,False,False,711,15,30.0,32.0,16,1186653.0,1892914.0,2023,01/02/2024 16:19,41.87897412,-87.73812264,"(41.87897412, -87.73812264)"
10000583,IH856728,06/28/2019 12:38,74XX S STATE ST,0750,THEFT,THEFT $500 AND UNDER,HOSPITAL BUILDING/GROUNDS,False,False,411,2,2.0,70.0,16,1161071.0,1894502.0,2019,07/27/2019 12:38,41.79757078,-87.7686876,"(41.79757078, -87.7686876)"
10000584,OT145894,07/13/2015 00:02,50XX E WESTERN AVE,0312,ROBBERY,ARMED: HANDGUN,BAR OR TAVERN,True,False,1022,12,47.0,50.0,10,1160165.0,1922892.0,2015,08/04/2015 00:02,41.92356628,-87.69323271,"(41.92356628, -87.69323271)"
10000585,RY598330,05/24/2015 02:40,51XX W CLARK ST,0510,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT / GARAGE(NON.RESID.),True,False,221,7,28.0,48.0,02,1162603.0,1898116.0,2015,06/18/2015 02:40,41.77868792,-87.51509182,"(41.77868792, -87.51509182)"
10000586,OR356308,12/31/2016 09:54,62XX W BROADWAY,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",True,False,812,4,39.0,2.0,08B,1189656.0,1870689.0,2016,01/06/2017 09:54,41.88425489,-87.71153144,"(41.88425489, -87.71153144)"
10000587,ML267657,11/13/2022 20:57,82XX S GRAND AVE,0460,BATTERY,SIMPLE,GAS STATION,True,False,1022,2,1.0,32.0,07,1196464.0,1912330.0,2022,12/03/2022 20:57,41.71742137,-87.53932353,"(41.71742137, -87.53932353)"
10000588,HM763145,07/22/2019 07:32,34XX W GRAND AVE,0460,BATTERY,SIMPLE,RETAIL STORE,True,False,1211,17,24.0,11.0,03,1152358.0,1874681.0,2019,08/02/2019 07:32,41.70566763,-87.54449616,"(41.70566763, -87.54449616)"
10000589,VN619558,03/27/2017 11:54,89XX S CICERO AVE,0560,ASSAULT,SIMPLE,HOSPITAL BUILDING/GROUNDS,True,False,812,22,14.0,5.0,03,1176492.0,1883702.0,2017,04/25/2017 11:54,,-87.74142928,"(41.69908555, -87.74142928)"
10000590,JR123047,07/18/2018 18:20,7XX N WESTERN AVE,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,1111,4,29.0,40.0,15,1174131.0,1914462.0,2018,07/24/2018 18:20,41.96797465,-87.58131844,"(41.96797465, -87.58131844)"
10000591,PN297175,06/15/2021 11:24,44XX W CICERO AVE,0312,ROBBERY,ARMED: HANDGUN,BAR OR TAVERN,False,False,121,15,17.0,44.0,16,1155608.0,1892581.0,2021,07/06/2021 11:24,41.92708898,-87.59315188,"(41.92708898, -87.59315188)"
10000592,YT801457,12/11/2021 19:57,91XX E ASHLAND AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,2211,25,40.0,59.0,19,1188756.0,1889222.0,2021,01/07/2022 19:57,41.9632516,-87.68871942,"(41.9632516, -87.68871942)"
10000593,EF053457,02/28/2015 22:48,51XX N HALSTED ST,0750,THEFT,THEFT $500 AND UNDER,OTHER,False,False,812,18,20.0,34.0,15,1174816.0,1919907.0,2015,03/19/2015 22:48,41.92844151,-87.7381668,"(41.92844151, -87.7381668)"
10000594,CV357747,04/03/2015 19:39,27XX S CHICAGO AVE,0850,DECEPTIVE PRACTICE,FRAUD,GAS STATION,False,False,212,20,41.0,22.0,17,,1923968.0,2015,04/25/2015 19:39,41.80112196,-87.75565791,"(41.80112196, -87.75565791)"
10000595,WS038272,02/12/2015 11:54,68XX E WESTERN AVE,0730,THEFT,SHOPLIFTING,GAS STATION,True,False,712,5,37.0,61.0,26,1171329.0,1895917.0,2015,03/02/2015 11:54,41.79486852,-87.72699521,"(41.79486852, -87.72699521)"
10000596,LG688241,06/07/2017 18:32,12XX E BROADWAY,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,True,False,611,22,26.0,73.0,12,1181331.0,1893564.0,2017,07/01/2017 18:32,41.87560459,-87.58870565,"(41.87560459, -87.58870565)"
10000597,GV608669,09/09/2017 15:11,11XX W CLARK ST,0560,ASSAULT,SIMPLE,VEHICLE NON-COMMERCIAL,False,False,2411,1,11.0,70.0,15,1195705.0,1873598.0,2017,09/24/2017 15:11,41.8034631,-87.7985942,"(41.8034631, -87.7985942)"
10000598,RL555795,05/24/2016 03:42,14XX E CLARK ST,0560,ASSAULT,SIMPLE,STREET,False,True,1511,19,1.0,18.0,15,1171111.0,1924690.0,2016,06/11/2016 03:42,41.73281298,-87.67409047,"(41.73281298, -87.67409047)"
10000599,DM480989,01/15/2015 17:11,31XX E GRAND AVE,0486,BATTERY,DOMESTIC BATTERY AGGRAVATED,SIDEWALK,True,True,2511,19,49.0,36.0,26,1187719.0,1878048.0,2015,02/01/2015 17:11,41.91957823,-87.53864937,"(41.91957823, -87.53864937)"
10000600,AG200993,05/03/2017 17:48,37XX W GRAND AVE,0560,ASSAULT,SIMPLE,CTA TRAIN,False,False,511,3,33.0,64.0,11,1161122.0,1868722.0,2017,05/20/2017 17:48,41.91422387,-87.51145983,"(41.91422387, -87.51145983)"
10000601,OE378604,12/09/2017 06:54,89XX E WESTERN AVE,0750,THEFT,THEFT $500 AND UNDER,SIDEWALK,False,False,911,8,6.0,5.0,14,1150984.0,1906582.0,2017,12/15/2017 06:54,41.77055928,,"(41.77055928, -87.71615046)"
10000602,KC801346,04/04/2021 15:47,34XX S COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,CONVENIENCE STORE,True,False,511,9,,53.0,01A,1189672.0,1864841.0,2021,04/17/2021 15:47,41.98755673,-87.54740543,"(41.98755673, -87.54740543)"
10000603,BM195072,05/11/2015 17:49,78XX E MICHIGAN AVE,0460,BATTERY,SIMPLE,VEHICLE NON-COMMERCIAL,True,False,311,8,26.0,54.0,14,1151558.0,1877117.0,2015,06/06/2015 17:49,41.81278105,-87.63688959,"(41.81278105, -87.63688959)"
10000604,ZC189402,06/18/2015 19:30,96XX W WESTERN AVE,0460,BATTERY,SIMPLE,STREET,True,True,1511,3,42.0,50.0,08A,1193506.0,1906795.0,2015,07/17/2015 19:30,41.93127949,-87.72383425,"(41.93127949, -87.72383425)"
10000605,TL883064,01/16/2019 08:41,75XX E BROADWAY,0730,THEFT,SHOPLIFTING,GAS STATION,False,False,411,1,10.0,44.0,01A,1186628.0,1924921.0,2019,01/29/2019 08:41,41.91659864,-87.75742518,"(41.91659864, -87.75742518)"
10000606,UO472654,04/09/2015 23:43,75XX N COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,CTA TRAIN,False,True,2211,9,23.0,46.0,16,1178748.0,1858835.0,2015,04/14/2015 23:43,41.70111661,-87.76826939,"(41.70111661, -87.76826939)"
10000607,CH057588,02/09/2015 16:17,63XX E ASHLAND AVE,0740,THEFT,THEFT OVER $500,PARK PROPERTY,False,False,1611,16,17.0,4.0,02,1198836.0,1858762.0,2015,02/19/2015 16:17,41.88720476,-87.50707351,"(41.88720476, -87.50707351)"
10000608,TM910902,09/19/2020 14:28,9XX S PULASKI RD,0610,BURGLARY,FORCIBLE ENTRY,STREET,False,False,521,18,11.0,16.0,05,1157401.0,1918454.0,2020,09/21/2020 14:28,41.78556834,-87.67049196,"(41.78556834, -87.67049196)"
